"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Percentage change (yearly) All property types","Percentage change (monthly) All property types","House price index All property types","Sales volume All property types","Average price Detached houses","Percentage change (yearly) Detached houses","Percentage change (monthly) Detached houses","House price index Detached houses","Average price Semi-detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (monthly) Semi-detached houses","House price index Semi-detached houses","Average price Terraced houses","Percentage change (yearly) Terraced houses","Percentage change (monthly) Terraced houses","House price index Terraced houses","Average price Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","House price index Flats and maisonettes","Average price First-time buyers","Percentage change (yearly) First-time buyers","Percentage change (monthly) First-time buyers","House price index First-time buyers","Average price Former owner-occupiers","Percentage change (yearly) Former owner-occupiers","Percentage change (monthly) Former owner-occupiers","House price index Former owner-occupiers","Average price Cash purchases","Percentage change (yearly) Cash purchases","Percentage change (monthly) Cash purchases","House price index Cash purchases","Sales volume Cash purchases","Average price Mortgage purchases","Percentage change (yearly) Mortgage purchases","Percentage change (monthly) Mortgage purchases","House price index Mortgage purchases","Sales volume Mortgage purchases","Average price New build","Percentage change (yearly) New build","Percentage change (monthly) New build","House price index New build","Sales volume New build","Average price Existing properties","Percentage change (yearly) Existing properties","Percentage change (monthly) Existing properties","House price index Existing properties","Sales volume Existing properties","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-07,76003,monthly,159757,6.8,1.0,61.2,76003,265571,8.7,2.3,61.7,157107,6.8,0.9,60.2,130378,6.6,0.5,60.3,124202,4.9,0.3,63.8,,,,,,,,,,,,,,,,,,,185946,2.1,-1.0,58.1,5384,157856,7.3,1.2,61.2,70619,2010-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-08,69123,monthly,159748,5.7,0.0,61.2,69123,265939,7.5,0.1,61.7,158032,6.2,0.6,60.5,129743,5.1,-0.5,60.0,123780,4.0,-0.3,63.5,,,,,,,,,,,,,,,,,,,189050,4.0,1.7,59.1,5102,157610,6.0,-0.2,61.1,64021,2010-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-09,64886,monthly,159337,4.6,-0.3,61.1,64886,265484,6.6,-0.2,61.6,156495,4.8,-1.0,59.9,129886,4.4,0.1,60.1,123966,2.5,0.2,63.6,,,,,,,,,,,,,,,,,,,191211,2.9,1.1,59.8,6178,157007,4.9,-0.4,60.9,58708,2010-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-10,66726,monthly,157562,2.8,-1.1,60.4,66726,262552,4.5,-1.1,61.0,155335,2.7,-0.7,59.5,128037,2.2,-1.4,59.3,122461,1.7,-1.2,62.9,,,,,,,,,,,,,,,,,,,190237,3.0,-0.5,59.5,5624,155171,2.8,-1.2,60.1,61102,2010-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-11,63565,monthly,155691,1.2,-1.2,59.7,63565,260773,3.1,-0.7,60.5,153537,1.7,-1.2,58.8,125794,-0.2,-1.8,58.2,121207,0.4,-1.0,62.2,,,,,,,,,,,,,,,,,,,186534,0.9,-1.9,58.3,5699,153435,1.3,-1.1,59.5,57866,2010-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-12,63541,monthly,155405,0.4,-0.2,59.6,63541,257657,2.9,-1.2,59.8,153207,0.2,-0.2,58.7,126406,-1.1,0.5,58.5,121388,-0.2,0.1,62.3,,,,,,,,,,,,,,,,,,,190468,2.5,2.1,59.6,7683,152839,0.2,-0.4,59.2,55858,2010-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-01,42399,monthly,154113,-0.1,-0.8,59.1,42399,258167,0.7,0.2,59.9,151091,-0.4,-1.4,57.9,124616,-0.9,-1.4,57.7,120967,0.7,-0.3,62.1,,,,,,,,,,,,,,,,,,,189870,6.2,-0.3,59.4,3219,151458,-0.7,-0.9,58.7,39180,2011-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-02,44207,monthly,153297,-0.9,-0.5,58.7,44207,256373,0.3,-0.7,59.5,150286,-1.7,-0.5,57.6,124032,-1.8,-0.5,57.4,120480,0.3,-0.4,61.8,,,,,,,,,,,,,,,,,,,188718,1.1,-0.6,59.0,3678,150668,-1.1,-0.5,58.4,40529,2011-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-03,52889,monthly,152591,-1.3,-0.5,58.5,52889,255470,0.0,-0.4,59.3,149047,-1.9,-0.8,57.1,123466,-2.0,-0.5,57.1,120433,-1.0,0.0,61.8,,,,,,,,,,,,,,,,,,,190388,1.3,0.9,59.5,5857,149790,-1.6,-0.6,58.1,47032,2011-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-04,57449,monthly,154958,-1.1,1.6,59.4,57449,257029,-0.1,0.6,59.7,151462,-2.0,1.6,58.0,125914,-1.6,2.0,58.3,122821,0.1,2.0,63.0,,,,,,,,,,,,,,,,,,,191441,2.5,0.6,59.9,5330,152250,-1.4,1.6,59.0,52119,2011-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-05,55691,monthly,154269,-2.0,-0.4,59.1,55691,255070,-1.9,-0.8,59.2,151544,-2.1,0.1,58.0,124988,-2.7,-0.7,57.8,122396,-0.7,-0.3,62.8,,,,,,,,,,,,,,,,,,,192226,2.9,0.4,60.1,5179,151454,-2.4,-0.5,58.7,50512,2011-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-06,65290,monthly,154530,-2.3,0.2,59.2,65290,254354,-2.0,-0.3,59.0,152012,-2.4,0.3,58.2,125603,-3.1,0.5,58.1,122428,-1.2,0.0,62.8,,,,,,,,,,,,,,,,,,,189081,0.6,-1.6,59.1,9155,151963,-2.6,0.3,58.9,56135,2011-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-07,70316,monthly,156476,-2.1,1.3,60.0,70316,258704,-2.6,1.7,60.1,153101,-2.5,0.7,58.6,126978,-2.6,1.1,58.8,124621,0.3,1.8,64.0,,,,,,,,,,,,,,,,,,,192908,3.7,2.0,60.3,5283,153771,-2.6,1.2,59.6,65033,2011-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-08,72144,monthly,156570,-2.0,0.1,60.0,72144,260850,-1.9,0.8,60.6,154216,-2.4,0.7,59.1,126910,-2.2,-0.1,58.7,122402,-1.1,-1.8,62.8,,,,,,,,,,,,,,,,,,,189708,0.3,-1.7,59.3,5220,154107,-2.2,0.2,59.7,66924,2011-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-09,71811,monthly,156179,-2.0,-0.2,59.9,71811,260324,-1.9,-0.2,60.4,153089,-2.2,-0.7,58.6,126798,-2.4,-0.1,58.7,122629,-1.1,0.2,62.9,,,,,,,,,,,,,,,,,,,189182,-1.1,-0.3,59.2,6507,153726,-2.1,-0.2,59.6,65304,2011-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-10,65175,monthly,154456,-2.0,-1.1,59.2,65175,258360,-1.6,-0.8,60.0,152059,-2.1,-0.7,58.2,124741,-2.6,-1.6,57.7,120906,-1.3,-1.4,62.1,,,,,,,,,,,,,,,,,,,188987,-0.7,-0.1,59.1,5458,151891,-2.1,-1.2,58.9,59717,2011-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-11,67798,monthly,154533,-0.7,0.0,59.2,67798,257180,-1.4,-0.5,59.7,152002,-1.0,0.0,58.2,124545,-1.0,-0.2,57.6,122341,0.9,1.2,62.8,,,,,,,,,,,,,,,,,,,190739,2.3,0.9,59.6,6395,151845,-1.0,0.0,58.9,61403,2011-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2011-12,70770,monthly,153880,-1.0,-0.4,59.0,70770,254264,-1.3,-1.1,59.0,151620,-1.0,-0.3,58.1,124682,-1.4,0.1,57.7,121599,0.2,-0.6,62.4,,,,,,,,,,,,,,,,,,,188985,-0.8,-0.9,59.1,9184,151273,-1.0,-0.4,58.6,61586,2011-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-01,49493,monthly,152831,-0.8,-0.7,58.6,49493,253841,-1.7,-0.2,58.9,150743,-0.2,-0.6,57.7,123677,-0.8,-0.8,57.2,119959,-0.8,-1.3,61.6,,,,,,,,,,,,,,,,,,,186747,-1.6,-1.2,58.4,3783,150274,-0.8,-0.7,58.2,45711,2012-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-02,50099,monthly,152415,-0.6,-0.3,58.4,50099,253193,-1.2,-0.3,58.8,150166,-0.1,-0.4,57.5,123853,-0.1,0.1,57.3,119016,-1.2,-0.8,61.1,,,,,,,,,,,,,,,,,,,186305,-1.3,-0.2,58.3,4324,149860,-0.5,-0.3,58.1,45776,2012-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-03,69452,monthly,152866,0.2,0.3,58.6,69452,250029,-2.1,-1.2,58.0,150690,1.1,0.3,57.7,124918,1.2,0.9,57.8,120674,0.2,1.4,61.9,,,,,,,,,,,,,,,,,,,188677,-0.9,1.3,59.0,8340,150161,0.2,0.2,58.2,61113,2012-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-04,50094,monthly,154623,-0.2,1.1,59.3,50094,256023,-0.4,2.4,59.4,151606,0.1,0.6,58.1,125250,-0.5,0.3,58.0,122769,0.0,1.7,63.0,,,,,,,,,,,,,,,,,,,189643,-0.9,0.5,59.3,4900,151980,-0.2,1.2,58.9,45194,2012-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-05,59800,monthly,155121,0.6,0.3,59.4,59800,255683,0.2,-0.1,59.4,152209,0.4,0.4,58.3,125957,0.8,0.6,58.3,123297,0.7,0.4,63.3,,,,,,,,,,,,,,,,,,,189761,-1.3,0.1,59.3,6069,152509,0.7,0.3,59.1,53731,2012-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-06,68568,monthly,156645,1.4,1.0,60.0,68568,256309,0.8,0.2,59.5,153243,0.8,0.7,58.7,128459,2.3,2.0,59.5,124314,1.5,0.8,63.8,,,,,,,,,,,,,,,,,,,190085,0.5,0.2,59.4,10255,154128,1.4,1.1,59.7,58313,2012-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-07,66631,monthly,157246,0.5,0.4,60.3,66631,259601,0.3,1.3,60.3,153900,0.5,0.4,58.9,128094,0.9,-0.3,59.3,124555,-0.1,0.2,63.9,,,,,,,,,,,,,,,,,,,186665,-3.2,-1.8,58.4,4827,155052,0.8,0.6,60.1,61804,2012-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-08,73921,monthly,157431,0.5,0.1,60.3,73921,259109,-0.7,-0.2,60.2,154514,0.2,0.4,59.2,128827,1.5,0.6,59.6,123789,1.1,-0.6,63.5,,,,,,,,,,,,,,,,,,,188053,-0.9,0.7,58.8,5860,155140,0.7,0.1,60.1,68061,2012-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-09,60043,monthly,156871,0.4,-0.4,60.1,60043,258546,-0.7,-0.2,60.0,153521,0.3,-0.6,58.8,128149,1.1,-0.5,59.3,123996,1.1,0.2,63.7,,,,,,,,,,,,,,,,,,,189149,0.0,0.6,59.1,6276,154447,0.5,-0.4,59.9,53767,2012-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-10,66842,monthly,155761,0.8,-0.7,59.7,66842,256331,-0.8,-0.9,59.5,152626,0.4,-0.6,58.5,126746,1.6,-1.1,58.7,123899,2.5,-0.1,63.6,,,,,,,,,,,,,,,,,,,191559,1.4,1.3,59.9,5991,153057,0.8,-0.9,59.3,60851,2012-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-11,72293,monthly,155888,0.9,0.1,59.7,72293,256764,-0.2,0.2,59.6,153027,0.7,0.3,58.6,127305,2.2,0.4,58.9,122817,0.4,-0.9,63.0,,,,,,,,,,,,,,,,,,,192849,1.1,0.7,60.3,6729,153094,0.8,0.0,59.3,65564,2012-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2012-12,63795,monthly,155534,1.1,-0.2,59.6,63795,255658,0.5,-0.4,59.3,152235,0.4,-0.5,58.3,127099,1.9,-0.2,58.8,123279,1.4,0.4,63.3,,,,,,,,,,,,,,,,,,,193272,2.3,0.2,60.4,9184,152679,0.9,-0.3,59.2,54611,2012-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-01,49129,monthly,154495,1.1,-0.7,59.2,49129,254443,0.2,-0.5,59.1,152072,0.9,-0.1,58.2,125440,1.4,-1.3,58.1,122511,2.1,-0.6,62.9,,,,,,,,,,,,,,,,,,,186160,-0.3,-3.7,58.2,3777,152116,1.2,-0.4,59.0,45352,2013-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-02,50648,monthly,154465,1.3,0.0,59.2,50648,254158,0.4,-0.1,59.0,151432,0.8,-0.4,58.0,125880,1.6,0.4,58.3,122638,3.0,0.1,63.0,,,,,,,,,,,,,,,,,,,187598,0.7,0.8,58.7,4435,151968,1.4,-0.1,58.9,46213,2013-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-03,62193,monthly,155385,1.6,0.6,59.5,62193,256496,2.6,0.9,59.5,152066,0.9,0.4,58.2,126397,1.2,0.4,58.5,123518,2.4,0.7,63.4,,,,,,,,,,,,,,,,,,,192750,2.2,2.7,60.3,7495,152556,1.6,0.4,59.1,54698,2013-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-04,58521,monthly,156909,1.5,1.0,60.1,58521,257767,0.7,0.5,59.8,153320,1.1,0.8,58.7,127782,2.0,1.1,59.1,125568,2.3,1.7,64.5,,,,,,,,,,,,,,,,,,,193685,2.1,0.5,60.6,5810,154125,1.4,1.0,59.7,52711,2013-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-05,75384,monthly,157736,1.7,0.5,60.4,75384,257812,0.8,0.0,59.9,154356,1.4,0.7,59.1,128617,2.1,0.7,59.5,126554,2.6,0.8,65.0,,,,,,,,,,,,,,,,,,,193155,1.8,-0.3,60.4,7147,155060,1.7,0.6,60.1,68237,2013-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-06,75229,monthly,159045,1.5,0.8,61.0,75229,259568,1.3,0.7,60.3,155449,1.4,0.7,59.5,130251,1.4,1.3,60.3,127208,2.3,0.5,65.3,,,,,,,,,,,,,,,,,,,193961,2.0,0.4,60.6,11755,156410,1.5,0.9,60.6,63474,2013-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-07,82886,monthly,160830,2.3,1.1,61.6,82886,263105,1.3,1.4,61.1,156863,1.9,0.9,60.1,131271,2.5,0.8,60.8,129298,3.8,1.6,66.4,,,,,,,,,,,,,,,,,,,194393,4.1,0.2,60.8,5740,158301,2.1,1.2,61.4,77146,2013-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-08,89695,monthly,162110,3.0,0.8,62.1,89695,265084,2.3,0.8,61.5,158597,2.6,1.1,60.7,132387,2.8,0.9,61.3,129720,4.8,0.3,66.6,,,,,,,,,,,,,,,,,,,195433,3.9,0.5,61.1,7274,159602,2.9,0.8,61.9,82421,2013-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-09,79217,monthly,162217,3.4,0.1,62.2,79217,266548,3.1,0.6,61.9,157774,2.8,-0.5,60.4,132215,3.2,-0.1,61.2,130476,5.2,0.6,67.0,,,,,,,,,,,,,,,,,,,199137,5.3,1.9,62.3,7828,159423,3.2,-0.1,61.8,71389,2013-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-10,88422,monthly,161554,3.7,-0.4,61.9,88422,266234,3.9,-0.1,61.8,157625,3.3,-0.1,60.4,130895,3.3,-1.0,60.6,130062,5.0,-0.3,66.8,,,,,,,,,,,,,,,,,,,198696,3.7,-0.2,62.1,7570,158743,3.7,-0.4,61.5,80852,2013-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-11,95708,monthly,162450,4.2,0.6,62.3,95708,265811,3.5,-0.2,61.7,158825,3.8,0.8,60.8,132013,3.7,0.9,61.1,131007,6.7,0.7,67.3,,,,,,,,,,,,,,,,,,,199844,3.6,0.6,62.5,8709,159621,4.3,0.6,61.9,86999,2013-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2013-12,90540,monthly,163942,5.4,0.9,62.8,90540,265553,3.9,-0.1,61.6,160032,5.1,0.8,61.3,133562,5.1,1.2,61.8,133737,8.5,2.1,68.7,,,,,,,,,,,,,,,,,,,204488,5.8,2.3,63.9,12186,160867,5.4,0.8,62.3,78354,2013-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-01,75540,monthly,164137,6.2,0.1,62.9,75540,267931,5.3,0.9,62.2,159301,4.8,-0.5,61.0,133295,6.3,-0.2,61.7,134786,10.0,0.8,69.2,,,,,,,,,,,,,,,,,,,200768,7.8,-1.8,62.8,5292,161365,6.1,0.3,62.5,70248,2014-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-02,74421,monthly,164818,6.7,0.4,63.2,74421,268709,5.7,0.3,62.4,160297,5.9,0.6,61.4,133898,6.4,0.5,62.0,135109,10.2,0.2,69.4,,,,,,,,,,,,,,,,,,,204160,8.8,1.7,63.8,6376,161832,6.5,0.3,62.7,68045,2014-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-03,78289,monthly,165385,6.4,0.3,63.4,78289,267862,4.4,-0.3,62.2,160938,5.8,0.4,61.6,134595,6.5,0.5,62.3,136188,10.3,0.8,69.9,,,,,,,,,,,,,,,,,,,204394,6.0,0.1,63.9,8565,162425,6.5,0.4,63.0,69724,2014-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-04,82048,monthly,169065,7.7,2.2,64.8,82048,273703,6.2,2.2,63.5,164094,7.0,2.0,62.9,137945,8.0,2.5,63.8,139232,10.9,2.2,71.5,,,,,,,,,,,,,,,,,,,208835,7.8,2.2,65.3,7597,166048,7.7,2.2,64.4,74451,2014-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-05,90739,monthly,170856,8.3,1.1,65.5,90739,275294,6.8,0.6,63.9,165678,7.3,1.0,63.5,139475,8.4,1.1,64.6,141562,11.9,1.7,72.7,,,,,,,,,,,,,,,,,,,212574,10.1,1.8,66.5,8667,167687,8.1,1.0,65.0,82072,2014-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-06,93994,monthly,172331,8.4,0.9,66.0,93994,277219,6.8,0.7,64.4,167346,7.7,1.0,64.1,140558,7.9,0.8,65.1,142976,12.4,1.0,73.4,,,,,,,,,,,,,,,,,,,211890,9.2,-0.3,66.3,13801,169333,8.3,1.0,65.6,80193,2014-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-07,97288,monthly,174755,8.7,1.4,67.0,97288,281993,7.2,1.7,65.5,169194,7.9,1.1,64.8,142776,8.8,1.6,66.1,144660,11.9,1.2,74.3,,,,,,,,,,,,,,,,,,,212609,9.4,0.3,66.5,7417,171896,8.6,1.5,66.6,89871,2014-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-08,101680,monthly,176803,9.1,1.2,67.8,101680,285402,7.7,1.2,66.3,171265,8.0,1.2,65.6,144329,9.0,1.1,66.8,146370,12.8,1.2,75.1,,,,,,,,,,,,,,,,,,,213473,9.2,0.4,66.7,7990,174041,9.0,1.2,67.5,93690,2014-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-09,90912,monthly,176993,9.1,0.1,67.8,90912,285901,7.3,0.2,66.4,171004,8.4,-0.2,65.5,144384,9.2,0.0,66.8,147042,12.7,0.5,75.5,,,,,,,,,,,,,,,,,,,213785,7.4,0.1,66.8,8653,174221,9.3,0.1,67.5,82259,2014-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-10,100184,monthly,176731,9.4,-0.1,67.7,100184,286134,7.5,0.1,66.4,171108,8.6,0.1,65.5,143670,9.8,-0.5,66.5,146770,12.8,-0.2,75.3,,,,,,,,,,,,,,,,,,,215002,8.2,0.6,67.2,8861,173841,9.5,-0.2,67.4,91323,2014-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-11,86142,monthly,176137,8.4,-0.3,67.5,86142,285465,7.4,-0.2,66.3,170810,7.5,-0.2,65.4,143051,8.4,-0.4,66.2,145995,11.4,-0.5,74.9,,,,,,,,,,,,,,,,,,,212878,6.5,-1.0,66.6,8266,173369,8.6,-0.3,67.2,77876,2014-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2014-12,88917,monthly,176561,7.7,0.2,67.7,88917,285637,7.6,0.1,66.3,170826,6.7,0.0,65.4,143537,7.5,0.3,66.4,146881,9.8,0.6,75.4,,,,,,,,,,,,,,,,,,,217456,6.3,2.2,68.0,12377,173461,7.8,0.1,67.2,76540,2014-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-01,66819,monthly,175636,7.0,-0.5,67.3,66819,284767,6.3,-0.3,66.1,170140,6.8,-0.4,65.2,142617,7.0,-0.6,66.0,145249,7.8,-1.1,74.6,,,,,,,,,,,,,,,,,,,215048,7.1,-1.1,67.2,5118,172626,7.0,-0.5,66.9,61701,2015-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-02,67070,monthly,175785,6.7,0.1,67.4,67070,285237,6.2,0.2,66.2,170045,6.1,-0.1,65.1,142852,6.7,0.2,66.1,145326,7.6,0.1,74.6,,,,,,,,,,,,,,,,,,,216684,6.1,0.8,67.8,5872,172684,6.7,0.0,66.9,61198,2015-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-03,77669,monthly,176439,6.7,0.4,67.6,77669,288243,7.6,1.1,66.9,170768,6.1,0.4,65.4,142553,5.9,-0.2,66.0,145834,7.1,0.3,74.9,,,,,,,,,,,,,,,,,,,217692,6.5,0.5,68.1,9335,173315,6.7,0.4,67.2,68334,2015-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-04,75240,monthly,177994,5.3,0.9,68.2,75240,287903,5.2,-0.1,66.8,172442,5.1,1.0,66.0,145051,5.2,1.8,67.1,146808,5.4,0.7,75.4,,,,,,,,,,,,,,,,,,,217839,4.3,0.1,68.1,8538,174951,5.4,0.9,67.8,66702,2015-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-05,86144,monthly,179917,5.3,1.1,68.9,86144,289749,5.3,0.6,67.3,174617,5.4,1.3,66.9,146378,4.9,0.9,67.7,149215,5.4,1.6,76.6,,,,,,,,,,,,,,,,,,,218677,2.9,0.4,68.4,9851,176934,5.5,1.1,68.6,76293,2015-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-06,96979,monthly,181289,5.2,0.8,69.5,96979,292231,5.4,0.9,67.8,176069,5.2,0.8,67.4,148223,5.5,1.3,68.6,148917,4.2,-0.2,76.4,,,,,,,,,,,,,,,,,,,216507,2.2,-1.0,67.7,15563,178522,5.4,0.9,69.2,81416,2015-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-07,106216,monthly,184365,5.5,1.7,70.7,106216,297356,5.4,1.8,69.0,178752,5.6,1.5,68.5,150286,5.3,1.4,69.6,152377,5.3,2.3,78.2,,,,,,,,,,,,,,,,,,,222653,4.7,2.8,69.6,8891,181398,5.5,1.6,70.3,97325,2015-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-08,96533,monthly,186053,5.2,0.9,71.3,96533,300930,5.4,1.2,69.9,180271,5.3,0.8,69.0,151657,5.1,0.9,70.2,153373,4.8,0.7,78.7,,,,,,,,,,,,,,,,,,,222563,4.3,0.0,69.6,8607,183191,5.3,1.0,71.0,87926,2015-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-09,94554,monthly,186435,5.3,0.2,71.4,94554,303202,6.1,0.8,70.4,179973,5.2,-0.2,68.9,151509,4.9,-0.1,70.1,154125,4.8,0.5,79.1,,,,,,,,,,,,,,,,,,,223487,4.5,0.4,69.9,9844,183538,5.3,0.2,71.1,84710,2015-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-10,104451,monthly,186689,5.6,0.1,71.5,104451,302480,5.7,-0.2,70.2,180942,5.7,0.5,69.3,152067,5.8,0.4,70.4,153677,4.7,-0.3,78.9,,,,,,,,,,,,,,,,,,,225709,5.0,1.0,70.6,9427,183668,5.7,0.1,71.2,95028,2015-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-11,93854,monthly,188125,6.8,0.8,72.1,93854,304885,6.8,0.8,70.8,182204,6.7,0.7,69.8,152950,6.9,0.6,70.8,155401,6.4,1.1,79.8,,,,,,,,,,,,,,,,,,,226441,6.4,0.3,70.8,8374,185143,6.8,0.8,71.8,85484,2015-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2015-12,94397,monthly,188767,6.9,0.3,72.3,94397,306477,7.3,0.5,71.1,182676,6.9,0.3,70.0,153491,6.9,0.4,71.0,155726,6.0,0.2,79.9,,,,,,,,,,,,,,,,,,,232975,7.1,2.9,72.8,11657,185420,6.9,0.1,71.9,82744,2015-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2016-01,70959,monthly,189268,7.8,0.3,72.5,70959,305706,7.4,-0.3,71.0,183727,8.0,0.6,70.4,153558,7.7,0.0,71.1,157021,8.1,0.8,80.6,,,,,,,,,,,,,,,,,,,230937,7.4,-0.9,72.2,5198,186072,7.8,0.4,72.1,65743,2016-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2016-02,75907,monthly,189352,7.7,0.0,72.6,75907,306870,7.6,0.4,71.2,182712,7.4,-0.6,70.0,153921,7.7,0.2,71.2,157238,8.2,0.1,80.7,,,,,,,,,,,,,,,,,,,234499,8.2,1.5,73.3,5961,185944,7.7,-0.1,72.1,69928,2016-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2016-03,138124,monthly,191298,8.4,1.0,73.3,138124,311772,8.2,1.6,72.4,183356,7.4,0.4,70.2,154879,8.6,0.6,71.7,160155,9.8,1.9,82.2,,,,,,,,,,,,,,,,,,,237613,9.2,1.3,74.3,10737,187812,8.4,1.0,72.8,127369,2016-03-01
